tag,freq_nhz,unit_code,unit_label,name,measure_group,vital_sign,review,conversion_factor,canonical_unit,notes
MDC_PRESS_BLD_NONINV_DIA,976562500,MDC_DIM_MMHG,mmHg,Diastolic BP — Non-invasive (NIBP),core_vital_sign,diastolic_bp,false,1.0,mmHg,
MDC_PRESS_BLD_NONINV_DIA,976562500,MDC_DIM_KILO_PASCAL,kPa,"Diastolic BP — Non-invasive (NIBP, kPa)",core_vital_sign,diastolic_bp,false,7.50062,mmHg,kPa variant of the NIBP measure — convert before merging with mmHg series
MDC_PRESS_BLD_AORT_DIA,976562500,MDC_DIM_MMHG,mmHg,Diastolic BP — Aortic,core_vital_sign,diastolic_bp,false,1.0,mmHg,
MDC_PRESS_BLD_ART_UMB_DIA,976562500,MDC_DIM_MMHG,mmHg,Diastolic BP — Umbilical arterial,core_vital_sign,diastolic_bp,false,1.0,mmHg,
NOM_PRESS_BLD_ART_FEMORAL_DIA,976562500,MDC_DIM_MMHG,mmHg,Diastolic BP — Femoral arterial,core_vital_sign,diastolic_bp,false,1.0,mmHg,
NOM_PRESS_BLD_ART_BRACHIAL_DIA,976562500,MDC_DIM_MMHG,mmHg,Diastolic BP — Brachial arterial,core_vital_sign,diastolic_bp,false,1.0,mmHg,
MDC_PRESS_BLD_ART_ABP_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Arterial line (ABP),core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_ART_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Arterial (generic),core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — unspecified source,core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_NONINV_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Non-invasive (NIBP),core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_NONINV_MEAN,976562500,MDC_DIM_KILO_PASCAL,kPa,"Mean BP — Non-invasive (NIBP, kPa)",core_vital_sign,mean_bp,false,7.50062,mmHg,kPa variant of the NIBP measure — convert before merging with mmHg series
MDC_PRESS_BLD_AORT_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Aortic,core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_ART_UMB_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Umbilical arterial,core_vital_sign,mean_bp,false,1.0,mmHg,
NOM_PRESS_BLD_ART_FEMORAL_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Femoral arterial,core_vital_sign,mean_bp,false,1.0,mmHg,
NOM_PRESS_BLD_ART_BRACHIAL_MEAN,976562500,MDC_DIM_MMHG,mmHg,Mean BP — Brachial arterial,core_vital_sign,mean_bp,false,1.0,mmHg,
MDC_PRESS_BLD_ART_PULM_SYS,976562500,MDC_DIM_MMHG,mmHg,Pulmonary artery pressure (Systolic),other_pressure,,false,1.0,,Pulmonary — not systemic
MDC_PRESS_BLD_ART_PULM_DIA,976562500,MDC_DIM_MMHG,mmHg,Pulmonary artery pressure (Diastolic),other_pressure,,false,1.0,,Pulmonary — not systemic
MDC_PRESS_BLD_ART_PULM_MEAN,976562500,MDC_DIM_MMHG,mmHg,Pulmonary artery pressure (Mean),other_pressure,,false,1.0,,Pulmonary — not systemic
MDC_PRESS_BLD_ATR_LEFT_SYS,976562500,MDC_DIM_MMHG,mmHg,Left atrial pressure (Systolic),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_ATR_LEFT_DIA,976562500,MDC_DIM_MMHG,mmHg,Left atrial pressure (Diastolic),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_ATR_LEFT_MEAN,976562500,MDC_DIM_MMHG,mmHg,Left atrial pressure (Mean),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_ATR_RIGHT_SYS,976562500,MDC_DIM_MMHG,mmHg,Right atrial pressure (Systolic),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_ATR_RIGHT_DIA,976562500,MDC_DIM_MMHG,mmHg,Right atrial pressure (Diastolic),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_ATR_RIGHT_MEAN,976562500,MDC_DIM_MMHG,mmHg,Right atrial pressure (Mean),other_pressure,,false,1.0,,Cardiac chamber — not arterial
MDC_PRESS_BLD_VEN_CENT_SYS,976562500,MDC_DIM_MMHG,mmHg,Central venous pressure (Systolic),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_BLD_VEN_CENT_DIA,976562500,MDC_DIM_MMHG,mmHg,Central venous pressure (Diastolic),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_BLD_VEN_CENT_MEAN,976562500,MDC_DIM_MMHG,mmHg,Central venous pressure (Mean),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_BLD_VEN_UMB_SYS,976562500,MDC_DIM_MMHG,mmHg,Umbilical venous pressure (Systolic),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_BLD_VEN_UMB_DIA,976562500,MDC_DIM_MMHG,mmHg,Umbilical venous pressure (Diastolic),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_BLD_VEN_UMB_MEAN,976562500,MDC_DIM_MMHG,mmHg,Umbilical venous pressure (Mean),other_pressure,,false,1.0,,Venous — not arterial
MDC_PRESS_INTRA_CRAN_SYS,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (Systolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
MDC_PRESS_INTRA_CRAN_DIA,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (Diastolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
MDC_PRESS_INTRA_CRAN_MEAN,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (Mean),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_1_SYS,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 1) (Systolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_1_DIA,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 1) (Diastolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_1_MEAN,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 1) (Mean),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_2_SYS,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 2) (Systolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_2_DIA,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 2) (Diastolic),other_pressure,,false,1.0,,Intracranial — not blood pressure
NOM_PRESS_INTRA_CRAN_2_MEAN,976562500,MDC_DIM_MMHG,mmHg,Intracranial pressure (ch 2) (Mean),other_pressure,,false,1.0,,Intracranial — not blood pressure
Unknown_61669,976562500,MDC_DIM_BEAT_PER_MIN,bpm,Unknown_61669,needs_review,,true,1.0,,"bpm tag, no ISO/IEEE 11073 identity; Unidentified bpm channel — possible duplicate HR"
Unknown_61780,976562500,MDC_DIM_BEAT_PER_MIN,bpm,Unknown_61780,needs_review,,true,1.0,,"bpm tag, no ISO/IEEE 11073 identity; Unidentified bpm channel — possible duplicate HR"
MDC_ECG_V_P_C_CNT,976562500,MDC_DIM_BEAT_PER_MIN,bpm,MDC_ECG_V_P_C_CNT,needs_review,,true,1.0,,"bpm tag, no ISO/IEEE 11073 identity; VPC event rate — NOT heart rate; include or exclude?"
NOM_ECG_TIME_PD_QT_HEART_RATE,976562500,MDC_DIM_BEAT_PER_MIN,bpm,NOM_ECG_TIME_PD_QT_HEART_RATE,needs_review,,true,1.0,,"bpm tag, no ISO/IEEE 11073 identity; HR used for QT correction — may duplicate MDC_ECG_CARD_BEAT_RATE"
NOM_PRESS_GEN_1_SYS,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_1_SYS,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_1_DIA,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_1_DIA,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_1_MEAN,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_1_MEAN,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_2_SYS,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_2_SYS,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_2_DIA,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_2_DIA,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_2_MEAN,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_2_MEAN,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_3_SYS,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_3_SYS,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_3_MEAN,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_3_MEAN,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_4_SYS,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_4_SYS,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_4_DIA,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_4_DIA,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
NOM_PRESS_GEN_4_MEAN,976562500,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_4_MEAN,needs_review,,true,1.0,,Configurable channel — vascular site set at bedside; Assign to arterial only if confirmed systemic arterial; could be PAP/CVP/other
Unknown_61611,976562500,MDC_DIM_MMHG,mmHg,Unknown_61611,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61609,976562500,MDC_DIM_MMHG,mmHg,Unknown_61609,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61610,976562500,MDC_DIM_MMHG,mmHg,Unknown_61610,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61607,976562500,MDC_DIM_MMHG,mmHg,Unknown_61607,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61605,976562500,MDC_DIM_MMHG,mmHg,Unknown_61605,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61606,976562500,MDC_DIM_MMHG,mmHg,Unknown_61606,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61623,976562500,MDC_DIM_MMHG,mmHg,Unknown_61623,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61472,976562500,MDC_DIM_MMHG,mmHg,Unknown_61472,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61627,976562500,MDC_DIM_MMHG,mmHg,Unknown_61627,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61614,976562500,MDC_DIM_MMHG,mmHg,Unknown_61614,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61615,976562500,MDC_DIM_MMHG,mmHg,Unknown_61615,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61613,976562500,MDC_DIM_MMHG,mmHg,Unknown_61613,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61631,976562500,MDC_DIM_MMHG,mmHg,Unknown_61631,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61629,976562500,MDC_DIM_MMHG,mmHg,Unknown_61629,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61630,976562500,MDC_DIM_MMHG,mmHg,Unknown_61630,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_62471,976562500,MDC_DIM_MMHG,mmHg,Unknown_62471,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64679,976562500,MDC_DIM_MMHG,mmHg,Unknown_64679,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64677,976562500,MDC_DIM_MMHG,mmHg,Unknown_64677,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64678,976562500,MDC_DIM_MMHG,mmHg,Unknown_64678,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64695,976562500,MDC_DIM_MMHG,mmHg,Unknown_64695,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64683,976562500,MDC_DIM_MMHG,mmHg,Unknown_64683,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64681,976562500,MDC_DIM_MMHG,mmHg,Unknown_64681,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64682,976562500,MDC_DIM_MMHG,mmHg,Unknown_64682,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64663,976562500,MDC_DIM_MMHG,mmHg,Unknown_64663,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64661,976562500,MDC_DIM_MMHG,mmHg,Unknown_64661,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64662,976562500,MDC_DIM_MMHG,mmHg,Unknown_64662,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64667,976562500,MDC_DIM_MMHG,mmHg,Unknown_64667,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64687,976562500,MDC_DIM_MMHG,mmHg,Unknown_64687,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64671,976562500,MDC_DIM_MMHG,mmHg,Unknown_64671,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64669,976562500,MDC_DIM_MMHG,mmHg,Unknown_64669,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64670,976562500,MDC_DIM_MMHG,mmHg,Unknown_64670,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64711,976562500,MDC_DIM_MMHG,mmHg,Unknown_64711,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64665,976562500,MDC_DIM_MMHG,mmHg,Unknown_64665,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64666,976562500,MDC_DIM_MMHG,mmHg,Unknown_64666,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64715,976562500,MDC_DIM_MMHG,mmHg,Unknown_64715,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64693,976562500,MDC_DIM_MMHG,mmHg,Unknown_64693,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_64694,976562500,MDC_DIM_MMHG,mmHg,Unknown_64694,needs_review,,true,1.0,,mmHg tag with no decoded identity; Origin unknown; needs source trace
Unknown_61695,976562500,MDC_DIM_PERCENT,%,Unknown_61695,needs_review,,true,1.0,,"PDF misfiled as mmHg; CSV unit differs; % — likely SpO2-family, NOT pressure"
Unknown_61636,976562500,MDC_DIM_DEGC,°C,Unknown_61636,needs_review,,true,1.0,,"PDF misfiled as mmHg; CSV unit differs; °C — likely temperature, NOT pressure"
MDC_PRESS_BLD,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
MDC_PRESS_BLD_AORT,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_AORT,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
MDC_PRESS_BLD_ART,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ART,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
MDC_PRESS_BLD_ART_ABP,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ART_ABP,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
MDC_PRESS_BLD_ART_PULM,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ART_PULM,waveform,,false,1.0,,Non-systemic pressure waveform
MDC_PRESS_BLD_ART_UMB,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ART_UMB,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
MDC_PRESS_BLD_ATR_LEFT,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ATR_LEFT,waveform,,false,1.0,,Non-systemic pressure waveform
MDC_PRESS_BLD_ATR_RIGHT,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_ATR_RIGHT,waveform,,false,1.0,,Non-systemic pressure waveform
MDC_PRESS_BLD_VEN_CENT,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_VEN_CENT,waveform,,false,1.0,,Non-systemic pressure waveform
MDC_PRESS_BLD_VEN_UMB,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_BLD_VEN_UMB,waveform,,false,1.0,,Non-systemic pressure waveform
MDC_PRESS_INTRA_CRAN,125000000000,MDC_DIM_MMHG,mmHg,MDC_PRESS_INTRA_CRAN,waveform,,false,1.0,,Non-systemic pressure waveform
NOM_PRESS_BLD_ART_FEMORAL,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_BLD_ART_FEMORAL,waveform,,false,1.0,,Named systemic arterial waveform — likely Sys/Dia/Mean source
NOM_PRESS_GEN_1,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_1,waveform,,false,1.0,,Configurable channel — site set at bedside
NOM_PRESS_GEN_2,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_2,waveform,,false,1.0,,Configurable channel — site set at bedside
NOM_PRESS_GEN_3,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_3,waveform,,false,1.0,,Configurable channel — site set at bedside
NOM_PRESS_GEN_4,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_GEN_4,waveform,,false,1.0,,Configurable channel — site set at bedside
NOM_PRESS_INTRA_CRAN_1,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_INTRA_CRAN_1,waveform,,false,1.0,,Non-systemic pressure waveform
NOM_PRESS_INTRA_CRAN_2,125000000000,MDC_DIM_MMHG,mmHg,NOM_PRESS_INTRA_CRAN_2,waveform,,false,1.0,,Non-systemic pressure waveform
Wave-192676,125000000000,MDC_DIM_MMHG,mmHg,Wave-192676,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-192680,125000000000,MDC_DIM_MMHG,mmHg,Wave-192680,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-192684,125000000000,MDC_DIM_MMHG,mmHg,Wave-192684,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-192692,125000000000,MDC_DIM_MMHG,mmHg,Wave-192692,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-192696,125000000000,MDC_DIM_MMHG,mmHg,Wave-192696,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-193540,125000000000,MDC_DIM_MMHG,mmHg,Wave-193540,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-195764,125000000000,MDC_DIM_MMHG,mmHg,Wave-195764,waveform,,false,1.0,,Unnamed pressure waveform — channel assignment unknown
Wave-NLS_NOM_PRESS_GEN_1,125000000000,MDC_DIM_MMHG,mmHg,Wave-NLS_NOM_PRESS_GEN_1,waveform,,false,1.0,,Configurable channel — site set at bedside
Wave-NLS_NOM_PRESS_GEN_2,125000000000,MDC_DIM_MMHG,mmHg,Wave-NLS_NOM_PRESS_GEN_2,waveform,,false,1.0,,Configurable channel — site set at bedside
